question,answer
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 humans, 11 birds, 14 crabs, 9 grasshoppers, 2 lobsters, 8 leechs, 6 dogs, 15 chickens, 9 wasps, 15 cats?
",408
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 bees, 6 lions, 14 chickens, 9 crabs, 12 jellyfishs, 5 cows, 13 giraffes, 15 sea slugs, 10 deers, 14 beetles?
",398
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 jellyfishs, 1 bee, 1 lobster?
",16
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 cows, 10 humans, 5 butterflys, 7 horses, 15 ants?
",176
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 jellyfishs, 14 cockroachs, 5 ants, 8 tigers, 4 dogs?
",162
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 sheeps, 5 humans, 2 elephants, 15 butterflys, 12 ants?
",236
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 bees, 4 sea slugs, 10 leechs, 8 cats, 13 cows, 2 lions?
",122
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 spiders, 15 flatworms, 12 cockroachs?
",160
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 woodlouses, 7 starfishs, 9 deers, 15 birds, 2 crabs?
",303
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 woodlouses, 11 crabs, 15 cats, 15 dogs, 15 lobsters, 4 jellyfishs, 10 shrimps, 8 tigers?
",540
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 wasps, 11 beetles, 4 praying mantiss, 13 shrimps, 9 dogs, 11 spiders, 1 crab, 10 butterflys, 3 lions, 5 ants?
",516
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 scorpions, 1 cat, 5 flatworms?
",108
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 12 wasps, 4 elephants, 6 jellyfishs, 8 tigers, 11 spiders, 8 sea slugs, 2 bees, 4 ducks?
",228
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 birds, 12 chickens, 10 praying mantiss, 4 ducks?
",98
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 sea slugs, 6 cockroachs, 6 spiders, 11 humans, 1 tiger, 7 lions, 9 cats, 10 woodlouses, 1 ant, 4 insects?
",344
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 insect, 5 chickens, 12 cows, 6 sea slugs, 13 bees, 11 dogs, 7 birds?
",200
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 snakes, 7 chickens, 9 dogs, 7 starfishs, 14 leechs, 8 praying mantiss, 1 shrimp, 9 ants, 2 deers, 14 giraffes?
",261
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 9 dogs, 11 sea slugs, 5 ants, 13 spiders, 1 duck, 11 butterflys?
",238
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 flatworms, 7 cows, 1 ant, 12 butterflys, 14 sheeps, 9 cockroachs, 13 humans, 13 leechs?
",242
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 deers, 11 sea slugs, 9 sheeps, 10 wasps?
",104
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 bees, 9 scorpions, 1 cockroach, 12 deers, 12 horses, 11 woodlouses, 8 leechs, 4 humans, 1 firefly?
",354
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 lobsters, 3 bees, 4 leechs, 14 dogs, 2 snakes, 4 praying mantiss, 3 scorpions?
",272
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 butterflys, 13 ducks, 2 elephants, 5 deers, 4 fireflys, 7 jellyfishs, 13 birds?
",188
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 woodlouses, 2 elephants, 11 praying mantiss, 1 lobster, 5 scorpions, 5 cats, 10 leechs, 15 starfishs?
",415
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 scorpions, 11 tigers, 6 deers, 13 giraffes?
",208
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 cows, 2 flatworms, 12 lions, 10 cockroachs, 4 chickens?
",168
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 flatworms, 6 ducks, 8 insects?
",60
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 shrimps, 14 humans, 10 cows, 6 insects, 3 lobsters, 9 crabs, 4 tigers?
",380
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 snakes, 6 dogs, 6 giraffes, 9 ducks?
",66
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 crab, 10 woodlouses, 12 leechs, 11 cows, 2 ducks, 6 fireflys, 3 butterflys, 1 spider?
",260
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 wasps, 9 ants, 3 spiders, 3 deers, 3 scorpions, 10 dogs, 13 cats, 9 cows?
",320
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 wasps, 11 ducks, 8 lions, 7 scorpions, 3 lobsters, 3 sheeps, 11 leechs, 8 praying mantiss, 11 cockroachs, 11 cats?
",340
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 beetles, 2 fireflys, 15 elephants, 13 ants, 10 snakes, 9 humans?
",258
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 ducks, 15 woodlouses, 8 cats?
",262
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 dogs, 5 tigers, 6 sea slugs, 15 flatworms, 15 butterflys, 3 crabs, 15 jellyfishs?
",160
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 butterflys, 8 snakes, 2 spiders, 4 sheeps, 12 birds, 9 insects, 13 woodlouses, 8 chickens, 8 horses, 10 dogs?
",440
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 ants, 4 scorpions, 3 lobsters, 13 horses, 9 dogs?
",228
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 horses, 2 tigers, 7 praying mantiss, 4 bees, 1 wasp, 11 chickens, 11 scorpions, 2 starfishs, 14 woodlouses, 5 fireflys?
",482
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 elephants, 4 crickets, 12 beetles, 11 horses, 3 grasshoppers?
",186
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 woodlouses, 14 crabs, 3 beetles, 15 cows, 11 grasshoppers, 5 scorpions, 6 starfishs, 5 lobsters?
",614
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 lobsters, 1 giraffe, 4 chickens, 4 crabs, 7 horses, 12 beetles, 2 wasps, 2 cats?
",222
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 ants, 9 snakes, 3 horses, 4 butterflys, 8 leechs, 8 giraffes, 15 scorpions?
",206
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 sea slugs, 9 grasshoppers, 2 scorpions, 13 jellyfishs, 10 crabs, 12 insects?
",242
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 woodlouses, 2 sheeps, 7 cats?
",64
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 fireflys, 9 woodlouses, 1 spider, 2 sheeps, 3 lobsters?
",220
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 shrimps, 12 lions, 7 scorpions, 10 starfishs, 3 insects, 11 ducks, 3 snakes?
",274
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 crabs, 13 snakes, 9 lobsters?
",240
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 cats, 8 cows, 9 tigers, 9 butterflys, 7 woodlouses, 8 insects, 3 fireflys, 15 flatworms?
",314
